phi_hat_d,alpha_hat_d,t_d,rho_d
0.999319710752217,0.54400914863951,-0.526383431028122,-0.000680289247783362
0.999920497637521,0.513400942296164,-0.0640868499349648,-7.95023624793954e-05
1.00013864623749,0.370431042338542,0.0732206089027768,0.000138646237495389
1.00031988658723,0.491242923138558,0.256105183151865,0.000319886587230025
1.00017400042271,0.468526717543651,0.111149031768431,0.000174000422706374
0.999873186788324,0.44249538331658,-0.0895532077380966,-0.000126813211676699
0.997951678836979,0.626816875042068,-1.61425652941187,-0.00204832116302107
0.999732403029227,0.472283855422967,-0.173819559454698,-0.000267596970772563
0.999597239659768,0.516098600901949,-0.264056879419583,-0.000402760340229911
1.00014801610341,0.426995413106002,0.088776526202082,0.000148016103406091
1.00059164570216,0.485466719323319,0.479101337205213,0.000591645702159535
1.00059529521316,0.459534611433972,0.459535525281437,0.000595295213163212
1.00025851232809,0.558701695011248,0.221526973802993,0.000258512328085883
1.00196272009572,0.411437995574463,1.69774041348064,0.00196272009572207
0.99924252484927,0.586113871364686,-0.557257303835973,-0.000757475150729403
0.998998917676416,0.570875675503223,-0.818489725914078,-0.0010010823235835
0.999954285631639,0.548895070501245,-0.0378510587586396,-4.57143683610703e-05
1.00001866407324,0.365062928564741,0.00903718255332364,1.86640732427467e-05
0.999108773549146,0.642079027696184,-0.822436827746081,-0.000891226450851622
0.999651915663201,0.523650090956694,-0.260734945337985,-0.000348084336799704
0.999412008562379,0.580177095786125,-0.467849713611418,-0.000587991437621273
0.99994681712172,0.574461697274016,-0.0446538780167834,-5.31828782802864e-05
0.999375657988511,0.624226171295154,-0.542056605940994,-0.000624342011490044
0.997766435304773,0.649927880393277,-1.52153129929769,-0.00223356469522695
1.00114043911338,0.35922361186358,0.66417220447404,0.0011404391133829
0.99881909722038,0.600345451505146,-0.979043357274195,-0.00118090277962045
1.00220436609594,0.446390614485864,1.87647364608681,0.00220436609594371
0.99960460950843,0.572087039907342,-0.337239419349799,-0.000395390491569959
1.00200349664622,0.331580392665569,1.39444447059372,0.00200349664622293
1.00110563757815,0.367927938318465,0.596436803818758,0.00110563757814606
0.998922757359871,0.556283863336858,-0.760716176242843,-0.00107724264013101
1.00083949897513,0.393958453480316,0.52151846109209,0.000839498975134696
1.00018976934773,0.562615517389258,0.15994640296593,0.000189769347731366
1.00148783135934,0.337806247840698,0.945077447211178,0.00148783135933476
0.99954660845633,0.575617890981824,-0.358356074633178,-0.000453391543670136
1.00025368083837,0.560077896119977,0.211497890748108,0.000253680838373029
0.999616095882218,0.607839190896984,-0.351403641574858,-0.000383904117783794
0.998461457075424,0.598550814901028,-1.01752877796993,-0.00153854292457703
1.00093537362403,0.430247380536624,0.726614327055798,0.000935373624031924
1.00003344475004,0.51664676726161,0.0256162320019381,3.34447500429699e-05
0.999766298645263,0.449608920219422,-0.151951087902102,-0.000233701354736101
1.00140035371702,0.445874255532577,1.00426407857689,0.0014003537170218
1.00240219222012,0.401027434746531,1.97843963690466,0.00240219222011722
1.00035323589322,0.411845976897694,0.213835961669926,0.00035323589322173
0.997879381176078,0.493427985767291,-1.033445688495,-0.00212061882392125
0.998550147600305,0.632058893309472,-1.12619465406385,-0.00144985239969574
0.998693018558592,0.627151259476907,-0.926770478523764,-0.00130698144140726
0.999299157386307,0.516740578462956,-0.504108995672836,-0.000700842613693945
0.997752699994209,0.504454848909612,-1.26238114039626,-0.00224730000578987
0.999896525703259,0.512269033775372,-0.0783245518843525,-0.000103474296739429
0.998902954598715,0.549002044195711,-0.815915408059507,-0.00109704540128476
1.00115695358705,0.444009772978962,0.875974656447898,0.00115695358704918
1.00152496729322,0.436288237958476,1.47766854017038,0.00152496729321834
0.998254881401632,0.678300831897035,-1.59262881152249,-0.0017451185983682
1.00114348569422,0.432889347287192,0.89095920106211,0.00114348569421561
0.999071261245025,0.617513523526124,-0.760902657130681,-0.000928738754974003
0.99949433720356,0.52271707171988,-0.35378659653753,-0.000505662796440591
0.998821482493755,0.596815825706062,-0.843179720055968,-0.00117851750624357
1.00031005579017,0.522789268756918,0.259654171451493,0.000310055790174088
0.997180793861778,0.6842435712264,-1.97952668758883,-0.00281920613822249
0.998568192837418,0.597952085850142,-1.15946445568603,-0.0014318071625815
0.999636887224363,0.586849179553788,-0.301763189154319,-0.000363112775636774
1.00005718736411,0.503735923541068,0.0472879190453482,5.71873641141164e-05
0.997393375221987,0.665140663224558,-1.97712139319734,-0.00260662477801255
1.00062968855975,0.335943754145016,0.3804924699345,0.0006296885597505
0.999826480827402,0.598984303212595,-0.144702661884747,-0.000173519172597242
0.999348650759771,0.568696635482791,-0.517314157632392,-0.000651349240230497
1.00163797691947,0.339085022286407,1.01650245997058,0.00163797691947054
0.998988964757221,0.547007238074969,-0.653738424310211,-0.00101103524277715
1.00044069213558,0.479307772706388,0.331278522392018,0.000440692135576848
0.997975757458076,0.719826276093099,-1.52570656989724,-0.00202424254192466
0.998950051570493,0.609357077770366,-0.817837545477416,-0.00104994842950855
