t_f,rho_f
-16.7564311791952,-1.06683000959164
-14.540077172561,-0.937303756198483
-15.117538921028,-0.963885887978523
-17.3307378314778,-1.10943146590494
-14.7390220503161,-0.938716003702566
-15.8200673953208,-1.00733521741485
-15.3990626577261,-0.981908838072714
-15.5393076576016,-0.994850274861104
-14.4710801998218,-0.91947790158064
-16.3245094324963,-1.04853915639719
-15.0648819476282,-0.960630186529842
-20.8673728412426,-1.27120070248958
-16.2791328985903,-1.03856871691952
-17.5697668528848,-1.1085580682525
-15.5162638481408,-1.00036060194314
-15.2517300583201,-0.97316429767788
-15.108908839943,-0.961000739177243
-17.5256301012486,-1.11069178496688
-15.3528124163072,-0.986503254779828
-18.2029189194742,-1.14757612738589
-16.050115789091,-1.02261445383159
-16.4178199437884,-1.04544551069356
-16.0090781924509,-1.02291482741574
-16.4358305485329,-1.04590233467463
-14.9083433904125,-0.946773502120215
-17.8863961413508,-1.13094377325086
-15.2942399198734,-0.974558592246764
-16.1991095895625,-1.03370603672111
-15.9398487624834,-1.01422226472516
-17.0222598059578,-1.08113759481029
-16.8343525449474,-1.07052230752709
-14.9273898981987,-0.951320685000191
-16.5614650654254,-1.05250186161601
-16.6063161993309,-1.05878786590865
-15.8130118309057,-1.00315692859918
-15.9207680843585,-1.0175632065247
-15.7315398545317,-0.999832142839261
-14.505949714803,-0.922291414718885
-14.786265662701,-0.94588817531699
-16.8873495971295,-1.06398683697165
-16.459232067119,-1.04900121021318
-15.5683815008695,-0.993162823010175
-15.8100482549833,-1.00796093433004
-15.2762209312142,-0.974847673329486
-17.4550012358135,-1.10658652066487
-15.1205385414053,-0.963455869429895
-16.354062515085,-1.04204938123329
-15.7420348688364,-1.00253738926567
-14.9359708669079,-0.950730285161053
-17.1016841559674,-1.08682751419799
-15.373163253515,-0.988098640898738
-15.2898217971374,-0.980783534361426
-15.5359614977111,-0.987853778306175
-15.5270461648343,-0.989969773162451
-17.0615217124282,-1.07949743738413
-16.0288706671685,-1.01764821613206
-14.6901223031238,-0.934169667451328
-14.8238192704085,-0.944382499014107
-14.1750986742867,-0.900779309328575
-17.7399212007187,-1.12567759683139
-15.7995343627959,-1.00717210315809
-15.8351375849414,-1.01341333884217
-16.9232431633691,-1.0753723464498
-17.2249134609635,-1.08004687397436
-15.5632725377239,-0.992879525920349
-15.5058954511156,-0.988639534337472
-15.0901134662607,-0.961722833996121
-16.4807372669715,-1.04445236766896
-16.4426631390091,-1.04687003658159
-14.5452241168051,-0.92511605091663
-15.7777881247541,-1.0043531465554
-14.2540136909071,-0.904838400635576
-16.2966973289045,-1.03750816810375
-15.8916158084278,-1.0125534930266
-15.873736181785,-1.01174183550366
-16.9460518056352,-1.08089794083972
-16.9014757332071,-1.07510713213449
-16.9376565265448,-1.06648366885905
-15.0546085079807,-0.959679426776068
-16.417656734327,-1.04560478754135
-15.7406827670498,-1.004318750072
-16.1986050418791,-1.0316624453031
-16.1465743922693,-1.0297776692392
-16.820447227078,-1.07295046932451
-15.5807908048308,-0.991619957000733
-16.641836048412,-1.05987634852557
-15.4300882879239,-0.983292589358159
-15.1326361115561,-0.962353266561135
-15.6722744038258,-0.989834783313719
-16.9696758937961,-1.07452538665382
-16.7554625165351,-1.06537876291893
-16.9107323325564,-1.07486334487462
-14.8217267042258,-0.940944133351502
-16.5714170863159,-1.05270599915533
-15.4775376865219,-0.987111544581342
-14.9288062350319,-0.950132946721171
-16.2650198696497,-1.02585785770095
-14.9337251205022,-0.955531577549935
-14.4901052538713,-0.924392981196702
-16.495014581618,-1.04893697116746
-15.3435976215872,-0.975680017196414
-15.2505206989941,-0.972720110255031
-17.0643180064668,-1.08331504568283
-16.307507861629,-1.04610323408141
-16.4193980968032,-1.04547509734123
-17.7866577875735,-1.12734192927586
-15.8991828969136,-1.01814259519484
-16.7253327997401,-1.066537569601
-16.3608976158352,-1.04225200520536
-17.879020772646,-1.13022992322329
-15.3521883003147,-0.979220844693663
-15.3666861756923,-0.977161802523273
-15.7889037280634,-1.01054662350979
-14.4042189369402,-0.915819979746676
-14.1482124672937,-0.90141464417347
-16.3932260255668,-1.04199844044467
-15.6230053437241,-0.997046987787617
-16.0333057360747,-1.02298558567783
-16.4629038017626,-1.04835609736639
-15.6072885748465,-0.994427517299467
-13.6320132421451,-0.859813868757214
-14.626896176638,-0.918480567376585
-15.4428958307877,-0.98411246463664
-16.5139724217272,-1.05450433527212
-15.6744528011455,-0.995860179580307
-16.0016746852652,-1.01950494438741
-15.0412798914905,-0.95943327084614
-17.8324456201588,-1.13061493028836
-15.3376268338927,-0.97791129228997
-14.4037821822546,-0.919899714423961
-16.2601123541545,-1.03638509760138
-16.2434511057671,-1.04323924875594
-15.6421044786084,-0.988839026895671
-15.7002569290347,-1.00372205755293
-14.6993687854701,-0.932392195339165
-14.4163390222025,-0.919757644926248
-14.6677854664408,-0.925780332096642
-14.7271375598043,-0.93447036809218
-13.4062561053406,-0.850417451330245
-16.3356392955917,-1.03619681181228
-15.1338801974544,-0.96514793188114
-16.1924074290162,-1.03096178285379
-15.1376007220948,-0.964519205477663
-15.6468448085497,-0.996730859432916
-14.876787571688,-0.946417286387855
-15.7509783799498,-1.00568565074044
-16.0966515076391,-1.0259651686808
-17.9482565885201,-1.13397388541333
-16.2149843115486,-1.03335775090452
-17.2277735858393,-1.09020083047979
-16.5377321784441,-1.05474851282558
-16.0278473694426,-1.02137224058842
-16.4161814819657,-1.04573613171349
-15.8604163427437,-1.00925685956974
-15.5045360031165,-0.985325869298408
-16.5207485744065,-1.04763979878682
-14.7633365738927,-0.936807931980158
-16.5750344626478,-1.05944431854215
-16.0525140669815,-1.02395022176598
-16.7994273897816,-1.06682120690338
-16.1300829083424,-1.03142933171084
-17.0965541007607,-1.08233498811402
-15.9028896919183,-1.0118783552166
-15.9452662495464,-1.01775720251028
-17.3262750140343,-1.09835923833774
-17.9084354769612,-1.12272998902649
-15.6043414404083,-0.992967604083908
-17.4256552542856,-1.10395768601789
-15.2086938504918,-0.968691932868142
-17.7047275260148,-1.11941492254592
-16.0243277342213,-1.02182327030861
-16.3061305880382,-1.03929355594709
-16.2481876807524,-1.03526758487002
-16.992993491895,-1.07767516921061
-17.101103642689,-1.07961007906611
-15.0322484000112,-0.958158793699287
-16.276098807209,-1.03696841054145
-15.990182024861,-1.01689932415569
-16.2775685830814,-1.03709068204182
-17.8210746516717,-1.1214230367134
-16.8742669470028,-1.06565526386775
-16.6276534625819,-1.05837568157423
-18.8798043646122,-1.17408700180762
-17.1132783513805,-1.07958651502468
-14.84872346259,-0.946316469844494
-15.8715596769399,-1.01019690205682
-16.5477453482946,-1.0535291399021
-15.4902348357088,-0.975784550360101
-18.7941561476689,-1.17418471247276
-14.6333581445972,-0.930812584698015
-17.0900714194474,-1.08568263721698
-16.2095017222176,-1.02919112509498
-15.386855670693,-0.980336714084249
-15.1592598957834,-0.961981434529685
-15.1758406748102,-0.96691565976765
-16.1545693283361,-1.02986627264035
-15.0442072943797,-0.956861497766209
-15.9238711765504,-1.01128501381696
-16.6530848334428,-1.05935429125466
-15.4055876962872,-0.982987768674159
-15.8272863581667,-1.01425209775321
-17.1604070727829,-1.09412438004391
-16.2362082791865,-1.02881172551879
-14.9192106005068,-0.944678364259207
-14.2760753630816,-0.905624393106589
-15.0245307869002,-0.954616115291388
-16.0895596978175,-1.0245137335581
-15.1971648934312,-0.968273960358386
-15.7334018131538,-1.00635496272557
-15.2110913715124,-0.969428541067283
-15.7990553981503,-1.00631069444113
-15.382374514154,-0.965674450847545
-17.193830528596,-1.09055011075941
-14.6565084176458,-0.933646515200933
-17.9350304711338,-1.13325935082167
-15.8863323373181,-0.994539844612025
-15.0778056034376,-0.960894169008548
-16.7897706605645,-1.06785412264908
-15.1232110671558,-0.963074478817129
-17.0262826550917,-1.0806123648176
-15.892691782509,-1.01235977850407
-15.3963802902416,-0.984059698823434
-16.779413048578,-1.06851923151412
-16.6693761558335,-1.06226984882289
-16.5548093012723,-1.04724622072525
-15.2233560436158,-0.973585953881846
-15.8008889049522,-1.00571322831767
-16.0998035739637,-1.02311108538737
-17.4202831418657,-1.10237794949697
-16.5550596728021,-1.05978444104052
-15.4838238277044,-0.987390353866304
-15.5144368903484,-0.989653761082063
-17.6032092814651,-1.11224473544833
-15.6595994118963,-0.994908807150065
-16.0794544066336,-1.02163597881789
-16.7814358509361,-1.06732790419835
-16.1033840564429,-1.02525858918463
-14.6697479229547,-0.932767376515454
-14.4491704845635,-0.918895476105637
-17.1482435254361,-1.09074096530379
-15.5452849856744,-0.989530944463606
-16.0819788905139,-1.02388713364679
-16.3475932561421,-1.04064851327785
-16.7217904632487,-1.06419960210921
-15.7213976978337,-1.00078615637191
-15.3344630762398,-0.969842085448851
-16.7336663793289,-1.06457059688787
-18.3681784549446,-1.16034887532161
-16.3141936599516,-1.03321077260689
-15.9951022221048,-1.02251040468801
-14.7168064573681,-0.936554285593404
-16.7380464408389,-1.06716102830809
-16.1528878039574,-1.02942127931572
-16.0703468006519,-1.02243189876835
-15.0409787408164,-0.958432692182342
-17.1577018861886,-1.084064954536
-16.1145591956735,-1.02606176834671
-15.3135050005139,-0.976052599973855
-15.9621238839481,-1.02094324055204
-16.7167381275917,-1.06335731290052
-17.441624039545,-1.10567562850465
-17.0668369568633,-1.06987882031516
-16.5277210258406,-1.05166361839707
-14.5202208812843,-0.919165871523356
-15.4901641254868,-0.985713748229868
-14.4837500796847,-0.921778949850561
-15.9860728865475,-1.02079180481091
-16.5934916934718,-1.05340188703054
-15.6415192958098,-0.995748032696409
-14.8691240432627,-0.945707687387233
-16.8046123164812,-1.06961463247073
-14.8062604784103,-0.945010449391994
-15.6054063256439,-0.9919419900071
-15.5752612022298,-0.993160388770703
-16.1254724254604,-1.02729767868969
-15.4647519820416,-0.986531485227375
-16.0390590702004,-1.02492704092182
-15.7560773160192,-1.00105922156906
-17.7485980696359,-1.11512819259554
-16.0199936704317,-1.00735846633355
-15.4364046434413,-0.988485021570247
-15.1968898230737,-0.970681280123126
-15.7604353181101,-1.00447585117034
-14.3768831387806,-0.908138845771886
-15.2280459249031,-0.97413623303025
-14.5940848370041,-0.927185102370889
-15.9383736215235,-1.01984960199521
-14.3813482545858,-0.914255944274834
-16.8197850055577,-1.07111764152872
-16.4143405991186,-1.04490364857535
-15.6021529475508,-0.996448911989353
-15.823508285411,-1.00882802461814
-15.5012951328038,-0.988746603068604
-14.7083912646697,-0.937053728486728
-16.7587352778116,-1.06499136796262
-14.8906853691787,-0.944769508950494
-15.1371132168765,-0.966247027917055
-14.9692869254284,-0.963947736996564
-15.7159660300802,-1.00061145734761
-16.7262055588678,-1.06361469541992
-16.0324536027498,-1.02307979857876
-15.4927271697165,-0.988177573724291
-15.2138531652486,-0.96964511731486
-15.2824466804676,-0.974275159278675
-15.6802652208373,-1.00141702737186
-16.6277539356747,-1.05624427078647
-15.3117132161993,-0.973942323499655
-15.5431852972282,-0.985292047911124
-15.2627335591778,-0.969278835772927
-15.3430433813341,-0.979774789601667
-17.1752124685591,-1.08639832614275
-15.4217942559479,-0.982949883635596
-17.4289300712047,-1.1058754815125
-16.4782657305796,-1.04572607984902
-14.8144552640402,-0.941932461762912
-15.0850509081595,-0.957617970951369
-17.6495191270353,-1.11638659187827
-15.5242850502383,-0.989565632848556
-15.978177142182,-1.01860282707244
-14.9013174900249,-0.950694978433732
-13.9285096993498,-0.885163284201194
-18.1648322354238,-1.14032281292273
-15.2787583443496,-0.975884275834734
-15.9437872503953,-1.01800235383506
-16.5879994712908,-1.0583022516274
-15.808088931553,-1.0078321811756
-16.2390969855652,-1.03788393757403
-15.8728677736916,-1.00943608421345
-15.6269613105995,-0.987005861833693
-14.8415140232025,-0.946315769346077
-15.9809300593051,-1.01406955184837
-16.891419626248,-1.07393437032841
-14.9151164634085,-0.94734278856236
-15.0556401265212,-0.960179468347494
-17.9804920568504,-1.13359379512754
-15.1878544804072,-0.967840807762694
-15.7374091546351,-0.997890065602819
-15.4782479541583,-0.980130710301074
-16.6604400233752,-1.06575787115567
-13.8611138511757,-0.871876507258402
-17.1579241769323,-1.07803521060351
-14.6319638183354,-0.933105136611666
-16.9137477110214,-1.08506685070623
-16.0616248212651,-1.02320940224407
-15.0986074901868,-0.958013011063437
-16.1101791840457,-1.02680446492976
-15.066357120565,-0.961548582261647
-17.4137416130517,-1.10469731228758
-15.6811724040861,-0.994439335019701
-15.5619443586625,-0.989548976270725
-16.0193271541161,-1.02235689148474
-15.2863187657306,-0.981556998573392
-14.6597740741354,-0.93463822709481
-15.2947000101594,-0.974491645314399
-16.8609304760044,-1.07278781338603
-14.6733849795697,-0.936956797196391
-17.3055968659842,-1.10941995399148
-15.2496889062103,-0.972035287504712
-17.9809556228077,-1.13577800993034
-15.5276558677428,-0.991110621165751
-18.1145054139849,-1.14378860456199
-16.489908397615,-1.04979709827883
-16.4000779488332,-1.04737687279648
-14.1948556022418,-0.906156452297876
-14.4407972146582,-0.919279779203247
-17.0870296592176,-1.08572700501303
-15.9305000516392,-1.02193120814269
-16.9086871361174,-1.07323013676574
-15.9414593076457,-1.01168234927255
-14.6104959535596,-0.93066390833678
-14.8943481107204,-0.949372981025957
-16.2207709512465,-1.0369337304799
-15.0697808375509,-0.957474229585571
-14.9134236780741,-0.946916408972741
-15.0484236737805,-0.957699630756953
-16.3122301009069,-1.03690673000544
-16.0671454270899,-1.02878628996521
-16.6110704878801,-1.05755805074749
-16.4566639558508,-1.04880896731872
-15.1383234693988,-0.965214413439565
-15.2946364167518,-0.969819372888136
-15.4756250556333,-0.981481162149144
-15.5771991058994,-0.967180087287259
-15.0065808215998,-0.962092872444085
-16.6465060333748,-1.05988277999823
-16.1931234688313,-1.03240494265532
-15.5099229416269,-0.989069782802085
-14.3188153126882,-0.915169702029506
-15.2797505131687,-0.966603686898239
-15.9411407941129,-1.01476965205568
-15.6327951320289,-0.994586070068084
-16.1606755482083,-1.02700970767657
-15.5977235245825,-0.987435004245171
-16.8600905778697,-1.07122608800476
-16.2956017816888,-1.03801556599451
-14.6715200047188,-0.933271837925416
-16.4390297428364,-1.04633645005021
-14.1776219381728,-0.898266642607412
-15.9068129695595,-1.01116556327889
-15.2938478567037,-0.975274230966909
-15.5351689947283,-0.997076550863721
-14.9441293337583,-0.951500972707232
-16.6851130246518,-1.05936559880737
-16.1683240521334,-1.04147963867908
-14.9001195241027,-0.945220717795899
-15.5633650751375,-0.984264974680511
-16.1459500922935,-1.02468233320297
-16.1667557351709,-1.03043680232117
-15.8062974870719,-1.00040341105907
-14.7334116164227,-0.937829888021416
-16.2744051985701,-1.03416309750109
-16.4788918726532,-1.05921922228301
-16.3606291394775,-1.04473373918899
-15.3330980913127,-0.977383918214906
-17.4324742131451,-1.09527950483784
-17.1216595098215,-1.08459129537023
-15.3964582409749,-0.977772712103441
-15.3081565231384,-0.973184464473709
-15.9634677893496,-1.01611488382775
-16.4417335134414,-1.04740403966664
-14.7961024171826,-0.935062675551582
-13.823168004127,-0.875278209853417
-14.7686811027512,-0.935684659695628
-14.0195646217766,-0.888590685639456
-15.0001342637913,-0.955968520707687
-13.0127775832099,-0.817662151295566
-16.2354956346534,-1.03674630315094
-14.6238040190596,-0.931110306029769
-16.3451644001362,-1.04153362134138
-16.9852026697758,-1.07835018635842
-16.0924693171582,-1.02401184542494
-17.5144302188114,-1.10565366825984
-15.5533057800866,-0.988499529352281
-15.9092733711216,-1.01296309722276
-14.4426266201522,-0.9169534491145
-16.23030254878,-1.03257860389744
-15.610478843388,-0.995272989711089
-15.4532535371564,-0.982935560219662
-15.7619254805348,-1.00551613023385
-15.7196345008898,-1.00369038667732
-16.6518261688084,-1.06049244392352
-16.3414843168747,-1.04039128718731
-16.5753401918567,-1.05564340417435
-16.795787411212,-1.06577865718183
-15.729068941125,-1.00222873727078
-17.1589592627082,-1.08792456365972
-16.2742856445773,-1.03889705124624
-15.9340968474486,-1.02108575412116
-15.6674435331509,-1.00118080407216
-16.5566645190027,-1.04946129195291
-14.9235102679897,-0.94512618277859
-17.0434336052066,-1.08286473282014
-15.6251414554036,-1.02076917186973
-16.3667349350071,-1.04457207011261
-17.7440774330589,-1.12322885333675
-16.2206194488623,-1.03539478126051
-16.2647954649501,-1.04007662324594
-15.8304970247118,-1.01395618401645
-15.5968900557696,-1.00637050432411
-14.9098692011686,-0.949612003808402
-15.2968469645872,-0.966974263915355
-14.7303362595771,-0.939035189977176
-15.3883167049906,-0.980346196834401
-16.4231631836798,-1.0457614479122
-15.0022408916855,-0.961061887473319
-13.6867151639099,-0.871234812220165
-15.1520116043974,-0.964859161238008
-15.4540557532435,-0.982381263146588
-15.7415349823183,-1.01326777209856
-14.9200193967229,-0.957336131413876
-14.6618366626088,-0.930585149351426
-16.9944360750276,-1.08009552161449
-15.1202326278416,-0.962383916483787
-16.0790002203536,-1.02647914002946
-15.9717287709381,-1.01785542095993
-16.9226062162132,-1.07374453837281
-15.28444991607,-0.975984296239057
-14.7277754303324,-0.935165106892918
-15.7997346600263,-1.00818951271612
-15.2153405510775,-0.969720407279255
-14.5981670267066,-0.929894140147184
-16.5152370084382,-1.05729528823356
-15.3732475065915,-0.977148637233653
-16.6681963226844,-1.05873976616097
-15.1816452651127,-0.968068476474582
-15.0235213398414,-0.962726410146983
-16.791853908953,-1.06414045695699
-15.8361632418044,-1.01228548387499
-16.7760662304835,-1.053857967363
-15.3657335191111,-0.985471444704946
-16.1597906475069,-1.02827602550813
-18.3554291315155,-1.16206241045412
-15.8460309802801,-1.01528834646881
-16.1599763552958,-1.03210507736442
-16.1346363662178,-1.03529272950438
-15.8945505309311,-1.01057584506758
-14.4340059680379,-0.921911878103123
-15.9078428090457,-1.01632964633741
-16.333655252243,-1.04070278204858
-15.844103992375,-1.00962772766204
-15.9825609505007,-1.01972248831564
-16.7920684214847,-1.06317778290078
-15.7507383088402,-1.0110693982328
-17.6698643928155,-1.12074428504894
-17.2333697581089,-1.09643576906103
-16.2436105218891,-1.03396021977794
-15.4294020070804,-0.981557565288258
-15.6089578037495,-0.998550009645224
-17.7580252296605,-1.1207504113343
-14.4490458321251,-0.920934292358397
-16.3677040741521,-1.04542360077526
-15.939235582512,-1.02443440935938
-14.3009975624312,-0.907855834011034
-16.058414375983,-1.02343443275323
-17.5062107527238,-1.11189266891277
-15.4168606785781,-0.981714388504384
-13.2764233528136,-0.842747096385303
-15.9618983275183,-1.01356318389993
-16.850624040664,-1.07118384519912
-15.5460432149749,-0.994257545399026
-14.6481519174473,-0.931553365255643
-15.9213509202842,-1.01483587030727
-16.2505230154025,-1.02586633481688
-14.247359134584,-0.904507555009623
-15.3965408392888,-0.985296421455081
-16.1071979605378,-1.02693699163138
-16.5463831864104,-1.0584036302932
-17.516129094495,-1.11035218758241
-16.901669743562,-1.07591279721189
-16.110929912527,-1.02679098773803
-17.0220628015519,-1.06844718754389
-16.9859832656992,-1.08371852326727
-15.3161070250491,-0.977592511247337
-15.8290181925795,-1.00411284044649
-17.6739582621112,-1.11630187679666
-14.7895045874231,-0.945138446970617
-17.5447168074373,-1.11181012328325
-16.6407543758618,-1.0581423776458
-19.1223107989281,-1.19702421945895
-15.8274188280067,-0.989390932189016
-14.9799335649736,-0.961263133875826
-16.275240408655,-1.03610344009209
-17.1358363227544,-1.0884642814966
-15.4380102622963,-0.987900116633845
-16.1947281607481,-1.0326631006348
-15.77555563873,-1.01241818609658
-15.578519660473,-0.988109062529327
-16.7177114647569,-1.07073891881833
-17.5640591485695,-1.11276206466655
-13.8302614732429,-0.871678282354763
-18.5689447947993,-1.1683535175541
-15.7907714601447,-1.00626816769759
-17.0985388104782,-1.08266885071548
-15.884364355965,-1.00893890445654
-16.6658064496874,-1.06043325934843
-16.1012805119917,-1.02624316828846
-15.6896964314719,-0.994501086320078
-16.7413185975447,-1.06491341574884
-16.7602825916279,-1.06661586748367
-16.1064749534142,-1.02656412118079
-16.0799405758609,-1.02850766150617
-16.2242522945841,-1.03467371073442
-15.7168561488017,-1.0021751498586
-15.5406586437958,-0.990873503442556
-15.8907660441785,-1.01285003529987
-15.4181440009301,-0.985791996648999
-14.2722314376999,-0.901797530283581
-15.8022170066353,-1.00628273004501
-15.2453144189505,-0.97397235522137
-16.1001967332273,-1.02293467811965
-16.1469162913673,-1.02926943147943
-14.9411131476214,-0.952087027470424
-15.1996530353428,-0.970578633447644
-14.2383540666871,-0.910466697537907
-16.3201097954358,-1.03749373108933
-15.1668928626806,-0.966354160294738
-16.1627267959009,-1.0311514414334
-15.9958444551415,-1.02641336977978
-16.800400856812,-1.0699563926493
-15.7196996529996,-1.00234229235192
-15.1247667670003,-0.96881173039135
-16.7327435488423,-1.06522963079318
-16.5401824885345,-1.05207138126871
-15.4832044537309,-0.989326430337634
-15.220507761787,-0.972393819023001
-16.5664340524949,-1.05902341064451
-15.1041753269706,-0.95916606821568
-17.2179166710263,-1.09242805611063
-15.3837939012369,-0.981940359716555
-17.0840133861001,-1.07603190664149
-15.0000450902264,-0.956003327240271
-16.5501673955643,-1.05288318132251
-17.1287919213837,-1.08741527180838
-16.9992410661559,-1.08060022202223
-18.0916457168156,-1.14025812279756
-16.7709992746727,-1.07580914382217
-15.0705538243828,-0.959657723254181
-15.6274398488511,-0.994748253025283
-17.7662594199115,-1.1267714692986
-14.4431809544984,-0.916065618266547
-14.7721211321683,-0.942513452503548
-15.3665438030677,-0.979612138796773
-15.8823326722105,-1.01139616960126
-14.9683164375019,-0.954529465339509
-15.3048583525864,-0.973417674088203
-14.4066909410694,-0.914749599552601
-14.6162027033897,-0.923994436009443
-14.9775375436828,-0.954770311174324
-15.1089710714595,-0.96587472543376
-17.9827956853106,-1.13613384694676
-19.093520619273,-1.19154134908522
-16.2757821546167,-1.0380368106001
-16.1912728000291,-1.03490683978479
-15.9931346910795,-1.0215278487218
-16.4329676889202,-1.04504472277357
-15.2627564069671,-0.972586858536113
-15.0765916890226,-0.951045316662265
-16.774983899517,-1.0642146258574
-16.6703552835987,-1.0609213714116
-14.8300022467795,-0.95599056912348
-16.6529341107138,-1.06478847908286
-17.1006635540997,-1.08522271242238
-17.1512679437935,-1.08907574687842
-15.9865333852078,-1.01178034465222
-16.4919577366746,-1.05162261424311
-16.1927189533226,-1.02963219751436
-16.0015557816772,-1.00795699224149
-15.2096701849233,-0.969839953503252
-18.4175295820289,-1.15756862118385
-15.6149804834646,-0.982208885037349
-15.8105917153597,-1.00633548845409
-15.598893527461,-0.979077792639022
-16.2310334185461,-1.03438078154709
-15.6103979378253,-0.997910998021001
-16.8128261404267,-1.07027841492203
-14.3496956809256,-0.91084444020233
-14.798374461561,-0.943743214899738
-16.7841360018099,-1.06789927044476
-16.1069106039546,-1.0253682008652
-16.4333340626136,-1.0519682471361
-15.1254754611584,-0.971628847872312
-15.3467695107696,-0.979200769579972
-15.0813102823171,-0.962209954717768
-15.8030099839525,-1.00745838159217
-15.0426975286539,-0.957969411243898
-15.3476215319963,-0.974270907642086
-16.6752739511532,-1.06263072745057
-18.443756755918,-1.15161139380078
-16.5266201004105,-1.04097062519544
-14.8007148308343,-0.94238438945083
-17.7983724432625,-1.125747340865
-16.41944632955,-1.04548129583004
-16.4721189122721,-1.05035476392789
-14.2721292573865,-0.907019563896556
-14.820019247545,-0.946331494755191
-14.5108509393973,-0.922344449067789
-16.6032524200525,-1.05621188229995
-14.8243497459335,-0.945681034994222
-15.2025443056034,-0.967013383507937
-17.368148055006,-1.10166283335853
-17.4372724912001,-1.10551197607434
-16.4125813598396,-1.04663139060683
-17.6324570940112,-1.11945594686473
-16.1840188751459,-1.03203198840977
-14.0793184136516,-0.895969965079228
-17.7105870153368,-1.12636965506703
-14.0850117624519,-0.890234077509747
-14.734988060992,-0.940436693698259
-16.7422111369403,-1.06603756855752
-15.1770417346539,-0.967345044534744
-16.7606251978218,-1.06636183515822
-16.8964965803541,-1.07300813778104
-14.0080484958963,-0.884713551309149
-16.1092519269589,-1.02677638699912
-13.6095949259275,-0.859463651574102
-15.7861039342145,-1.00641370233916
-16.5428965162325,-1.04376027963276
-15.9083306877714,-1.01364085713955
-14.4608186062015,-0.919109583265885
-14.6935158501942,-0.938905205061456
-14.0194707755014,-0.89090689515938
-16.7578127473571,-1.07433523313173
-14.398981899771,-0.914531525493611
-15.6994419714199,-1.00075559745617
-15.9669138197437,-1.01853676892381
-16.2190803921021,-1.03596035078655
-16.5702280619779,-1.06769000899103
-15.4818328920381,-0.984290070633403
-16.7706684236645,-1.06841333788179
-16.2494157910785,-1.03775539769308
-15.6405784837279,-1.00176449892064
-15.7221187404952,-1.00189686482506
-16.9194079540978,-1.074779365973
-17.0538276488503,-1.08349981954681
-16.0977977194123,-1.02606091917029
-15.5756733382553,-0.99058114465877
-13.2065197169857,-0.831708652198621
-17.3990534850461,-1.10339352265783
-15.3116098361033,-0.976239998558302
-16.0694806941928,-1.02170920544394
-14.8115489451518,-0.956493527106851
-15.1324833334041,-0.965916799617352
-17.6569213324209,-1.11669513566342
-12.9895883687632,-0.812762854640566
-17.5313930364294,-1.12486026398295
-16.4157527791172,-1.04437798141852
-15.533961826287,-0.979216946386029
-15.5499919389994,-0.990976404977703
-15.1864209378213,-0.967904951483128
-17.8085459457598,-1.12673842218267
-16.5448659073978,-1.05408277492777
-15.1482605600037,-0.967075342630585
-15.7295309580417,-1.00045821726829
-15.4470246121588,-0.978254238709859
-16.4350542333843,-1.04677571947858
-16.607691998554,-1.05669364149379
-16.099084261697,-1.02719461415312
-15.077651566074,-0.96043271848826
-16.8385652406772,-1.07101618865462
-16.4744398151747,-1.04761406305347
-15.6087402873885,-0.9938792496188
-17.3538487594376,-1.10205941220889
-16.1148966967067,-1.02806141675303
-16.8895154960155,-1.08300326626543
-15.679286278241,-0.999334302132231
-14.2076627881493,-0.9019628280995
-17.3063371906358,-1.09674828893118
-17.698972237247,-1.12103528115058
-15.7149406355358,-1.00292973740037
-18.2485895672346,-1.15063290413856
-17.7330397210974,-1.12222606456329
-16.8192733269043,-1.07034930325893
-14.486929878417,-0.930201617873114
-16.3436376049918,-1.03996641084919
-15.4400834785629,-0.983822160508052
-15.7387839324826,-1.00223220957319
-16.6304116353984,-1.06316836576781
-14.7982812835337,-0.943196343262161
-15.2787893949916,-0.97929287897393
-15.4353672388242,-0.983943961306499
-15.5127073261731,-0.985755337712622
-16.2484870363783,-1.02951064284351
-16.5218426426944,-1.05166423218756
-15.7236832447898,-1.00194371736508
-16.6833602738827,-1.0598871196914
-14.6907972964823,-0.934805989783359
-15.1706352350042,-0.973345195997205
-15.7872673664039,-1.00416938906066
-16.6359999068283,-1.05869873285212
-15.6527290565818,-0.999805272270495
-16.3513376610846,-1.0418867558953
-15.8972329051631,-1.0137866911556
-16.2230426273281,-1.03050391754811
-14.895344129519,-0.951658516631976
-15.7392282872119,-1.01816453379886
-13.3822471897278,-0.840103298169247
-16.5633730308832,-1.05622560581459
-16.7799240816866,-1.06874719139329
-15.2957473021342,-0.975039043115405
-16.0813308879196,-1.026067110488
-15.7025404439863,-1.00252128623513
-15.3937225752711,-0.981228350700136
-14.240662968856,-0.904038353547404
-16.1690956967117,-1.03124068733005
-14.2935730089196,-0.906251255342435
-16.0768450848656,-1.02542693094481
-15.8445077361289,-1.01459859226388
-14.8118739383533,-0.94676905792402
-15.2270464794592,-0.975536178901396
-16.1932067358201,-1.03099132923734
-15.4611855798027,-0.985668012996471
-16.3720265793981,-1.0407982223607
-14.9723225016523,-0.95318410757528
-16.0036233102529,-1.02022358726796
-15.4312502842045,-0.971883622920345
-15.6488941334565,-0.997713472745841
-16.5832182460211,-1.05569685778959
-14.5424450581523,-0.924508379322346
-17.2630248234954,-1.09706004037248
-15.6389116818044,-0.998391648204808
-14.700970854824,-0.936515495676099
