rho_hat,se_rho,t_rho_H0eq1,alpha_hat,t_alpha
0.999343860576586,0.00129284546398994,-0.50751574081343,0.54094927254584,5.72139696456169
0.999817246308343,0.00124018072560777,-0.14736053212503,0.523115958458657,5.68092943708784
1.0013460810206,0.00189203617822402,0.711445709176442,0.320733418597343,3.34092295739066
1.00068828619269,0.00123950201146773,0.55529251773487,0.460819257162927,5.27946632462603
0.999549167165179,0.00156280271148864,-0.288477126067916,0.501237991760859,4.7545566971565
0.999240728717166,0.00143004563108431,-0.530941996765983,0.481184827586479,5.26913201692795
0.997655142738409,0.00127883478912089,-1.83358889008866,0.657621003206094,6.64362281357334
1.00027620839249,0.00153244159283907,0.180240730726638,0.448946754077051,4.50780420951682
1.00028101726476,0.0015170462227549,0.185239751132048,0.466397349744392,4.55056382464255
1.00012511943198,0.00165738578309284,0.07549203888325,0.41592941859674,4.18802928734452
0.999754214076543,0.00126169640469073,-0.194805915704378,0.537820529923535,5.62331772595739
0.999822302540101,0.00128509999782327,-0.13827520052899,0.515869106383304,5.510631037376
0.998939640720048,0.00118068371850702,-0.898089186232432,0.641300547263153,6.5523211038234
1.00047485617479,0.00110087147523766,0.431345697901723,0.515244703510178,6.04052622058003
0.998066276614206,0.00136750572795833,-1.41405139756252,0.670661194321779,6.15660012746385
0.998099951751477,0.00123864732379902,-1.53397033361822,0.655198004983021,6.7580904191672
1.00044420226297,0.00119822086692055,0.370718183296097,0.531370103821738,5.64013135181472
1.00320941472393,0.00195134130051939,1.64472238817387,0.237306504957774,2.66059998282162
0.99901533116969,0.00112052574683167,-0.878756095604206,0.626973644567727,6.84756978758554
0.999369166117175,0.00131780339401725,-0.478701060939054,0.553123920179816,5.61122132592982
0.998901528176806,0.00125432241916072,-0.875749174545571,0.591104078047362,6.08070413920877
0.999967903126105,0.0012214537685205,-0.0262776002842126,0.61951585595566,5.85037744673016
1.00077035955274,0.00116591541460063,0.66073365451325,0.512379277032653,5.58461000510267
0.998543943314944,0.00150813328012195,-0.965469500771421,0.574157118212226,5.38531194411278
1.00144358272055,0.00164222031752655,0.879043271567004,0.34077893444825,3.74971879183517
0.997777254576033,0.00125237005033244,-1.77483118777662,0.682785455755385,6.71589079642877
1.00031642631557,0.00114514595329361,0.276319638258112,0.569214046584429,5.89759945709505
0.997528385149796,0.00124087478721749,-1.99183259718461,0.709182274210217,6.78231316100725
1.00096065984952,0.00133841294826515,0.717760427205692,0.402680435803447,4.71382111454409
1.00239028308197,0.00171175962898732,1.39638944714728,0.316800250481191,3.28590671916077
0.999114376291616,0.00144783543804726,-0.611688100119144,0.52768608911941,5.19082076305712
1.00107686960432,0.0015166784344191,0.710018405936134,0.38766843132786,4.22237741201205
0.998249854680272,0.00119530690626315,-1.46418071422327,0.687202090047348,6.90513282454894
1.00205736544745,0.00156146861479815,1.31758360555557,0.343111457884635,3.6942486819704
0.998764012448352,0.00132262443120615,-0.934496235277099,0.584574109417987,5.92195600723889
0.999335743538102,0.00113509942623416,-0.585196720697583,0.664605467227326,6.60358035208731
0.999698311430732,0.0011508930189926,-0.26213432898578,0.591881575521451,6.17151494171033
0.997092485588595,0.0016375138417936,-1.77556631107308,0.624686755362327,5.49548990584637
