rho_hat,se_rho,t_rho_H0eq1,alpha_hat,t_alpha,beta_hat,t_beta
0.999303541927822,0.00042900439821057,-1.62342874591343,0.363602544351798,2.3440966939844,0.0549817718753368,18.1096711120208
1.00057787520541,0.000433142680052857,1.33414514897521,0.617895700632547,4.04323728129497,0.0460110724962332,15.4279823037834
0.999889219090171,0.000431027831038617,-0.257015677065894,0.529809923228354,3.47018468636067,0.0505804745452436,16.7626093644006
0.999692458355979,0.000427651661137024,-0.719140534151637,0.258362989262138,1.64840914878003,0.0534809832280716,17.8536282493718
0.999369657865194,0.000420814524162455,-1.49790964573041,0.325329333479324,2.13610836309948,0.0548729997683653,18.4673260716245
0.999855193650651,0.000424226693660033,-0.341341908730978,0.330970022255735,2.12830054278793,0.0524179051648732,17.5774178201755
1.00015404318041,0.000409649727822336,0.376036330428229,0.44362321547568,2.97741610253486,0.0498792505996218,17.4347431495711
1.00027610706633,0.000431719447801494,0.639552069603494,0.492202722327005,3.21518635622574,0.0483043094612685,16.2467830993253
0.998920263686408,0.000411585486606633,-2.62335857003541,0.194663201044718,1.31048416928934,0.0574204352034871,19.8906726251224
1.00032882414095,0.000393359977310662,0.835936953217864,0.397343262702994,2.83889439783438,0.0481570333473959,17.9984653144148
0.999565741495415,0.000372683063599309,-1.16522199960175,0.43309436765421,3.28072417016549,0.0522415390307477,20.1832270286373
0.999888874689187,0.000409731596136098,-0.271214892532849,0.507633216371188,3.4954987083457,0.0505426783679657,17.6837349983308
1.00087505134849,0.000400288473413938,2.18605182665373,0.704610817391747,4.99907202133175,0.0442022134489964,15.9965597018391
0.999763650581082,0.000435572319260677,-0.542618087667292,0.390631249387041,2.50670865717473,0.0518206774202908,17.1013237868492
1.00054397944092,0.000407580646368365,1.33465473831546,0.751471982086484,5.27950424154215,0.04583348341088,16.1147227303331
1.00047181039395,0.000421401474380612,1.11962207688993,0.79088903829573,5.41864230571059,0.0456371553236106,15.5748324434616
0.999483334771534,0.00043354615598946,-1.19171908533528,0.470773429261841,3.05090729326918,0.0531646985695391,17.4030249882386
0.999557558076687,0.000446829974400639,-0.990179595508026,0.438288059715741,2.78495011392002,0.0525534293636309,16.8637437532147
0.999937923247459,0.000398812561423155,-0.155653955130725,0.644158390534002,4.6258240891352,0.0492177079112489,17.7085782644581
1.00005744539114,0.000386575706699803,0.148600623743619,0.444623875158762,3.18947543518514,0.0502456517183407,18.636515907641
0.999823902899406,0.000406759050379149,-0.432927307775227,0.585270309166429,4.07140568461945,0.0504775714341812,17.7028403723909
0.999758124144451,0.000440756601787675,-0.548774209093822,0.487388026940806,3.10744355915084,0.0516419279871805,16.6875240097689
1.00076185196201,0.000429481228875569,1.77388884726247,0.687542123060474,4.58871872561687,0.0442815904305588,15.0924967810219
1.00025487393004,0.000412375589699519,0.618062602163306,0.58188053264704,3.95523910571318,0.0485435074232823,16.8190784565187
0.999772462161663,0.000426838307563157,-0.533077360455254,0.388906198024813,2.55002229078356,0.0516898429549157,17.4402183664302
0.999918228545428,0.000427771941344621,-0.19115665771675,0.492716913738269,3.23064297065898,0.0506587834463585,16.9351153178529
1.00006278012138,0.00043619842728461,0.143925602321976,0.411047361418689,2.64665196556697,0.0499588943212291,16.5979433789618
0.99974321689431,0.000408259931833478,-0.628969648176547,0.433878729053437,2.96129926965707,0.0517772795637548,18.1523989608784
1.00007322508274,0.000376026906353035,0.194733625445291,0.530752180771816,3.97503013053897,0.0491712159446573,18.8667788990816
1.00029436156834,0.000427882645012086,0.68794930519344,0.586957789892686,3.89619177827465,0.0476233238316746,16.1169597874281
1.00070399029463,0.00041300920734138,1.70453898391576,0.650932433963563,4.486768075504,0.0453312958735462,15.9145421598068
1.00098742986258,0.000400140302335813,2.46770909307934,0.829493984989434,5.9422496165357,0.0430086628286146,15.4843527533883
0.999225316858773,0.000431878734751242,-1.79375152998308,0.226157114558583,1.43585805080483,0.0559622578712352,18.4288722390036
0.9997269528281,0.000433594950141078,-0.629728671450321,0.249505168389851,1.61150206134761,0.052197972211834,17.5813407504234
1.00005526946441,0.000393735384212469,0.140372104275973,0.539510572466655,3.86623924616099,0.0496006727634146,18.0529202636702
1.00020563917873,0.000398702063908217,0.515771543086541,0.483317001137458,3.36070352797812,0.0494771017892858,17.7428032681006
1.00007490129306,0.000433975606315054,0.17259332545716,0.686930101411086,4.54246262459088,0.0485722264820373,15.9873117759151
0.999814738062166,0.000415079471363015,-0.446328837285208,0.389372178674498,2.60026365323655,0.0518162768112656,17.8697455357158
0.9986461911356,0.000465814357605326,-2.90632704272838,0.123063559981175,0.725684578312231,0.0597329691841484,18.1129871802773
0.999300357588671,0.000408757691280264,-1.71163118457109,0.164476050966137,1.09024567068005,0.0561258435495692,19.5109463574252
0.999999692593958,0.000418930275198173,-0.000733788079461697,0.459765409561949,3.11458447315918,0.049669396814745,17.2389547138224
1.0001748529758,0.000403110674011858,0.433759230574297,0.56412431991418,3.94945065329285,0.0487127327555308,17.3692541666463
