mean_rho,sd_rho,mean_t,sd_t,skew_t,kurt_t,rej_norm_5pct_2s,rej_t_5pct_2s
0.999970067376441,0.000425950498252527,-0.071493376076818,1.00626871708461,0.0130274433516869,3.20143684328379,0.0546,0.0536
