percentile,t_levels_intercept_only,t_levels_trend
1,-2.56727128385896,-2.47007794569232
5,-1.81285747703885,-1.71568175806251
10,-1.45131511425112,-1.3507978373739
25,-0.833932700911106,-0.719317607257003
50,-0.160906221400088,-0.0753376241449557
75,0.501240273362825,0.593897331137869
90,1.14075322650836,1.20266183132541
95,1.52385991599012,1.57810453914356
99,2.22231900445207,2.33983346291022
