mean_rho,sd_rho,mean_t,sd_t,skew_t,kurt_t,rej_norm_5pct_2s,rej_t_5pct_2s
0.999772039877495,0.00139545105507408,-0.165940031163986,1.0090656170816,-6.18106499734185e-05,3.0895328848426,0.0578,0.0572
