T,mean_a_hat,sd_a_hat,bias_from_plim,theoretical_plim
50,0.434493054710814,0.106511187264365,-0.00668341587742133,0.441176470588235
100,0.437911528963784,0.0742479286576639,-0.00326494162445146,0.441176470588235
200,0.435441067223447,0.0535341394861661,-0.00573540336478806,0.441176470588235
1000,0.439680841416116,0.0230883947393155,-0.00149562917211887,0.441176470588235
